task_id,user_id,completion_time,task_switches,interruptions,worked_outside_hours,actual_start_date,actual_completion_date,efficiency_ratio
task_16071,user_010,4.25,1,1,False,2025-03-15 01:20:11.657294,2025-03-20 01:20:11.657294,1.795
task_16072,user_010,7.53,1,0,False,2025-05-03 01:20:11.657294,,0.72
task_16077,user_004,10.77,2,0,False,2025-03-15 01:20:11.657294,2025-03-17 01:20:11.657294,0.979
task_16078,user_004,2.13,4,0,False,2025-06-30 01:20:11.657294,2025-07-02 01:20:11.657294,0.643
task_16079,user_005,2.38,0,0,False,2025-05-04 01:20:11.657294,2025-05-06 01:20:11.657294,0.865
task_16080,user_002,4.05,0,1,False,2025-06-25 01:20:11.657294,2025-07-01 01:20:11.657294,0.96
task_16083,user_001,3.41,0,0,True,2025-06-21 01:20:11.657294,,1.543
task_16084,user_003,5.33,0,3,False,2025-04-15 01:20:11.657294,2025-04-21 01:20:11.657294,0.666
task_16085,user_009,3.05,1,1,False,2025-04-30 01:20:11.657294,2025-05-07 01:20:11.657294,0.712
task_16091,user_001,2.48,0,0,True,2025-03-03 01:20:11.657294,2025-03-03 01:20:11.657294,0.892
task_16094,user_003,2.67,0,1,False,2025-06-15 01:20:11.657294,2025-06-16 01:20:11.657294,1.092
task_16099,user_005,2.14,0,0,False,2025-03-29 01:20:11.657294,2025-03-29 01:20:11.657294,0.786
task_16100,user_010,2.48,4,1,False,2025-06-12 01:20:11.657294,2025-06-18 01:20:11.657294,0.653
task_16102,user_005,7.28,0,0,True,2025-03-09 01:20:11.657294,2025-03-17 01:20:11.657294,1.242
task_16109,user_003,1.63,0,0,False,2025-07-27 01:20:11.657294,,0.984
task_16110,user_007,5.38,3,0,True,2025-06-02 01:20:11.657294,2025-06-05 01:20:11.657294,0.505
task_16111,user_003,4.99,0,0,False,2025-06-06 01:20:11.657294,2025-06-13 01:20:11.657294,0.85
task_16114,user_007,1.4,0,1,False,2025-05-19 01:20:11.657294,,0.813
task_16115,user_008,2.52,0,0,False,2025-03-22 01:20:11.657294,2025-03-25 01:20:11.657294,0.791
task_16116,user_004,12.35,2,1,False,2025-03-09 01:20:11.657294,,0.634
task_16117,user_001,4.83,0,2,False,2025-06-09 01:20:11.657294,2025-06-17 01:20:11.657294,0.661
task_16118,user_007,1.15,1,0,False,2025-07-26 01:20:11.657294,2025-08-02 01:20:11.657294,4.442
task_16121,user_006,1.64,0,1,False,2025-03-31 01:20:11.657294,2025-04-01 01:20:11.657294,0.572
task_16123,user_008,0.99,0,1,False,2025-04-07 01:20:11.657294,2025-04-09 01:20:11.657294,1.02
task_16126,user_010,1.89,0,0,False,2025-03-11 01:20:11.657294,2025-03-13 01:20:11.657294,1.416
task_16129,user_001,1.95,0,1,False,2025-06-09 01:20:11.657294,2025-06-10 01:20:11.657294,1.056
task_16131,user_006,2.97,0,2,False,2025-04-17 01:20:11.657294,2025-04-26 01:20:11.657294,1.458
task_16133,user_009,6.22,1,3,False,2025-02-26 01:20:11.657294,2025-02-27 01:20:11.657294,0.656
task_16134,user_007,1.46,2,1,False,2025-02-20 01:20:11.657294,2025-02-22 01:20:11.657294,0.439
task_16136,user_001,3.8,0,0,False,2025-03-01 01:20:11.657294,2025-03-08 01:20:11.657294,0.748
task_16139,user_008,3.29,0,1,False,2025-08-06 01:20:11.657294,2025-08-06 01:20:11.657294,0.735
task_16142,user_004,4.11,0,2,False,2025-04-09 01:20:11.657294,2025-04-13 01:20:11.657294,0.746
task_16147,user_009,7.08,1,3,False,2025-07-13 01:20:11.657294,2025-07-18 01:20:11.657294,0.521
task_16148,user_004,1.0,0,1,False,2025-06-14 01:20:11.657294,,3.305
task_16149,user_010,3.8,0,0,False,2025-04-16 01:20:11.657294,2025-04-21 01:20:11.657294,1.438
task_16150,user_008,2.27,0,1,False,2025-06-24 01:20:11.657294,2025-06-26 01:20:11.657294,0.961
task_16153,user_009,4.23,0,0,True,2025-06-01 01:20:11.657294,2025-06-04 01:20:11.657294,0.873
task_16155,user_002,8.37,0,0,False,2025-02-26 01:20:11.657294,,0.91
task_16157,user_006,3.64,0,0,False,2025-05-16 01:20:11.657294,,0.802
task_16158,user_004,1.53,0,2,True,2025-03-30 01:20:11.657294,2025-04-03 01:20:11.657294,1.82
task_16159,user_001,11.15,0,1,False,2025-04-28 01:20:11.657294,,0.645
task_16160,user_008,5.6,0,1,False,2025-07-12 01:20:11.657294,,0.587
task_16163,user_010,2.74,1,1,True,2025-07-04 01:20:11.657294,,1.103
task_16164,user_006,5.02,0,0,True,2025-07-12 01:20:11.657294,2025-07-13 01:20:11.657294,0.892
task_16166,user_009,3.04,4,1,False,2025-05-03 01:20:11.657294,2025-05-06 01:20:11.657294,0.507
task_16167,user_008,1.98,0,2,False,2025-04-22 01:20:11.657294,,0.516
task_16168,user_006,2.86,0,1,True,2025-06-16 01:20:11.657294,,0.874
task_16170,user_006,4.83,0,0,False,2025-04-27 01:20:11.657294,2025-05-01 01:20:11.657294,0.722
task_16171,user_001,9.14,0,2,True,2025-08-05 01:20:11.657294,2025-08-13 01:20:11.657294,0.771
task_16173,user_003,0.77,0,2,False,2025-05-13 01:20:11.657294,2025-05-19 01:20:11.657294,0.765
task_16174,user_010,3.21,1,1,False,2025-08-03 01:20:11.657294,2025-05-19 01:20:11.657294,0.706
task_16175,user_004,6.19,1,2,False,2025-04-03 01:20:11.657294,,0.961
task_16176,user_010,3.54,1,1,False,2025-04-04 01:20:11.657294,2025-04-13 01:20:11.657294,0.702
task_16179,user_007,3.34,1,0,False,2025-07-28 01:20:11.657294,,0.769
task_16182,user_002,3.01,0,0,False,2025-06-10 01:20:11.657294,2025-06-10 01:20:11.657294,0.643
task_16186,user_010,8.56,2,2,False,2025-04-17 01:20:11.657294,,0.808
task_16187,user_004,3.34,1,3,True,2025-07-14 01:20:11.657294,,0.691
task_16190,user_002,14.67,0,2,False,2025-03-19 01:20:11.657294,2025-04-03 01:20:11.657294,0.81
task_16191,user_009,5.7,2,0,False,2025-04-20 01:20:11.657294,2025-04-20 01:20:11.657294,0.439
task_16196,user_005,3.25,0,1,False,2025-03-14 01:20:11.657294,,1.347
task_16198,user_007,5.99,1,1,False,2025-07-24 01:20:11.657294,2025-07-29 01:20:11.657294,0.469
task_16202,user_006,1.67,0,2,False,2025-02-25 01:20:11.657294,2025-03-02 01:20:11.657294,1.004
task_16204,user_010,2.95,1,1,False,2025-03-23 01:20:11.657294,2025-04-03 01:20:11.657294,1.239
task_16205,user_004,2.2,1,1,True,2025-07-12 01:20:11.657294,2025-07-16 01:20:11.657294,0.997
task_16206,user_004,2.77,2,0,False,2025-07-16 01:20:11.657294,,1.249
task_16207,user_003,1.06,0,1,False,2025-03-18 01:20:11.657294,2025-03-27 01:20:11.657294,1.189
task_16210,user_002,2.15,0,0,False,2025-07-01 01:20:11.657294,2025-07-09 01:20:11.657294,2.219
task_16211,user_003,2.18,0,0,False,2025-05-23 01:20:11.657294,2025-05-25 01:20:11.657294,0.642
task_16212,user_010,8.93,4,1,False,2025-04-04 01:20:11.657294,2025-04-15 01:20:11.657294,0.784
task_16214,user_009,3.87,1,1,False,2025-04-14 01:20:11.657294,,0.592
task_16219,user_009,5.26,0,0,True,2025-05-05 01:20:11.657294,2025-05-08 01:20:11.657294,1.108
task_16222,user_009,2.71,1,3,False,2025-05-15 01:20:11.657294,2025-05-17 01:20:11.657294,0.575
task_16223,user_006,1.99,0,1,False,2025-03-22 01:20:11.657294,2025-03-24 01:20:11.657294,1.447
task_16224,user_004,2.63,2,0,False,2025-05-31 01:20:11.657294,2025-06-02 01:20:11.657294,1.004
task_16225,user_007,1.05,1,0,False,2025-08-04 01:20:11.657294,2025-08-08 01:20:11.657294,0.771
task_16226,user_007,5.17,2,1,False,2025-06-15 01:20:11.657294,2025-06-20 01:20:11.657294,1.106
task_16229,user_009,10.77,3,0,False,2025-05-24 01:20:11.657294,,0.487
task_16230,user_009,12.3,1,0,False,2025-05-25 01:20:11.657294,2025-05-29 01:20:11.657294,0.49
task_16237,user_010,6.16,1,0,False,2025-04-26 01:20:11.657294,,0.683
task_16239,user_006,10.98,0,1,True,2025-05-27 01:20:11.657294,2025-06-07 01:20:11.657294,0.727
task_16240,user_006,2.43,0,1,False,2025-06-16 01:20:11.657294,2025-06-21 01:20:11.657294,0.775
task_16242,user_008,1.58,0,1,False,2025-05-21 01:20:11.657294,,0.6
task_16244,user_001,1.81,0,6,False,2025-05-21 01:20:11.657294,,0.733
task_16246,user_010,4.19,2,2,True,2025-02-20 01:20:11.657294,2025-02-21 01:20:11.657294,0.792
task_16254,user_003,4.39,0,1,False,2025-02-28 01:20:11.657294,2025-03-09 01:20:11.657294,1.109
task_16255,user_003,12.04,0,1,False,2025-03-19 01:20:11.657294,2025-03-21 01:20:11.657294,0.627
task_16256,user_003,9.07,0,0,False,2025-05-28 01:20:11.657294,,1.038
task_16258,user_002,5.53,0,0,False,2025-08-02 01:20:11.657294,2025-08-10 01:20:11.657294,0.915
task_16264,user_009,12.35,2,0,False,2025-04-21 01:20:11.657294,2025-04-25 01:20:11.657294,0.488
task_16268,user_006,7.28,0,3,False,2025-07-23 01:20:11.657294,2025-07-30 01:20:11.657294,0.882
task_16271,user_004,1.1,0,1,False,2025-05-01 01:20:11.657294,2025-05-05 01:20:11.657294,1.07
task_16273,user_002,2.79,0,1,True,2025-03-12 01:20:11.657294,2025-03-20 01:20:11.657294,1.017
task_16274,user_008,1.82,0,0,False,2025-04-01 01:20:11.657294,,0.664
task_16279,user_003,0.77,0,2,False,2025-05-26 01:20:11.657294,2025-05-28 01:20:11.657294,0.875
task_16283,user_008,4.92,0,0,True,2025-04-12 01:20:11.657294,2025-04-19 01:20:11.657294,0.86
task_16285,user_002,5.72,0,1,False,2025-04-08 01:20:11.657294,,0.552
task_16287,user_007,2.0,2,0,False,2025-06-18 01:20:11.657294,2025-06-21 01:20:11.657294,0.555
task_16294,user_010,0.98,1,0,False,2025-08-04 01:20:11.657294,2025-08-06 01:20:11.657294,1.131
task_16297,user_005,7.48,0,2,True,2025-06-11 01:20:11.657294,2025-06-14 01:20:11.657294,0.776
task_16300,user_002,2.65,0,0,False,2025-06-10 01:20:11.657294,2025-06-14 01:20:11.657294,0.942
task_16302,user_003,3.84,0,2,False,2025-02-14 01:20:11.657294,2025-02-18 01:20:11.657294,1.036
task_16307,user_004,2.95,3,1,True,2025-06-20 01:20:11.657294,2025-06-22 01:20:11.657294,1.041
task_16308,user_007,2.08,0,0,False,2025-03-26 01:20:11.657294,2025-03-31 01:20:11.657294,1.102
task_16311,user_002,6.39,0,2,False,2025-05-22 01:20:11.657294,2025-05-25 01:20:11.657294,0.647
task_16314,user_009,6.77,1,0,False,2025-03-26 01:20:11.657294,2025-04-05 01:20:11.657294,1.424
task_16315,user_003,2.6,0,1,False,2025-05-14 01:20:11.657294,,0.783
task_16316,user_003,8.38,0,1,False,2025-02-27 01:20:11.657294,2025-02-28 01:20:11.657294,0.91
task_16317,user_001,5.62,0,2,False,2025-05-03 01:20:11.657294,,0.632
task_16327,user_004,3.78,2,0,False,2025-07-08 01:20:11.657294,2025-07-08 01:20:11.657294,0.993
task_16331,user_003,1.1,0,0,False,2025-05-15 01:20:11.657294,2025-05-15 01:20:11.657294,0.779
task_16332,user_005,0.48,0,0,False,2025-02-28 01:20:11.657294,2025-02-28 01:20:11.657294,1.157
task_16334,user_003,3.39,0,0,True,2025-04-21 01:20:11.657294,2025-04-29 01:20:11.657294,1.681
task_16340,user_009,1.61,0,0,False,2025-04-17 01:20:11.657294,,1.745
task_16343,user_002,1.86,0,1,False,2025-04-10 01:20:11.657294,2025-04-11 01:20:11.657294,1.008
task_16344,user_009,4.09,2,0,False,2025-06-27 01:20:11.657294,2025-07-02 01:20:11.657294,0.458
task_16346,user_010,3.29,1,0,False,2025-07-14 01:20:11.657294,,2.042
task_16347,user_003,5.37,0,2,False,2025-04-19 01:20:11.657294,2025-04-19 01:20:11.657294,0.803
task_16350,user_006,7.53,0,0,False,2025-04-11 01:20:11.657294,2025-04-16 01:20:11.657294,0.887
task_16353,user_002,5.22,0,0,False,2025-06-13 01:20:11.657294,,1.291
task_16355,user_008,2.92,0,1,False,2025-02-17 01:20:11.657294,2025-02-21 01:20:11.657294,0.726
task_16358,user_001,3.57,0,1,False,2025-03-05 01:20:11.657294,2025-03-14 01:20:11.657294,1.025
task_16360,user_006,0.93,0,0,False,2025-02-26 01:20:11.657294,,0.957
task_16361,user_003,0.94,0,2,True,2025-04-10 01:20:11.657294,2025-04-14 01:20:11.657294,0.821
task_16368,user_005,3.9,0,1,False,2025-05-23 01:20:11.657294,2025-05-25 01:20:11.657294,0.804
task_16372,user_010,1.38,3,0,False,2025-04-04 01:20:11.657294,2025-04-06 01:20:11.657294,0.701
task_16373,user_004,0.65,0,0,False,2025-04-02 01:20:11.657294,2025-04-05 01:20:11.657294,1.597
task_16376,user_007,5.96,0,2,False,2025-04-13 01:20:11.657294,2025-04-23 01:20:11.657294,0.983
task_16377,user_003,0.7,0,0,False,2025-08-11 01:20:11.657294,2025-08-11 01:20:11.657294,0.983
task_16378,user_009,2.18,1,0,False,2025-08-06 01:20:11.657294,2025-08-11 01:20:11.657294,0.887
task_16383,user_004,2.28,1,0,False,2025-07-13 01:20:11.657294,2025-07-20 01:20:11.657294,0.976
task_16384,user_002,0.65,0,1,False,2025-04-01 01:20:11.657294,,0.796
task_16386,user_006,1.23,0,2,False,2025-08-06 01:20:11.657294,,0.847
task_16390,user_009,1.66,1,0,True,2025-03-13 01:20:11.657294,2025-03-14 01:20:11.657294,0.752
task_16393,user_006,3.28,0,1,False,2025-04-18 01:20:11.657294,2025-04-22 01:20:11.657294,0.876
task_16403,user_003,3.27,0,1,False,2025-05-05 01:20:11.657294,2025-05-07 01:20:11.657294,1.04
task_16406,user_004,1.47,2,0,False,2025-04-18 01:20:11.657294,2025-04-19 01:20:11.657294,0.941
task_16410,user_005,11.76,0,0,True,2025-08-09 01:20:11.657294,2025-08-15 01:20:11.657294,0.633
task_16422,user_001,7.13,0,1,False,2025-04-13 01:20:11.657294,2025-04-18 01:20:11.657294,0.551
task_16423,user_004,5.39,1,1,False,2025-03-15 01:20:11.657294,,0.853
task_16425,user_007,6.82,1,2,False,2025-04-02 01:20:11.657294,2025-04-07 01:20:11.657294,0.673
task_16427,user_006,5.86,0,1,False,2025-03-20 01:20:11.657294,2025-03-27 01:20:11.657294,0.971
task_16428,user_007,6.93,4,1,False,2025-06-01 01:20:11.657294,2025-06-07 01:20:11.657294,0.538
task_16430,user_002,4.33,0,0,False,2025-02-27 01:20:11.657294,,0.989
task_16431,user_010,0.61,2,0,False,2025-03-01 01:20:11.657294,2025-03-02 01:20:11.657294,1.043
task_16434,user_008,4.79,0,1,False,2025-04-20 01:20:11.657294,2025-04-21 01:20:11.657294,0.746
task_16439,user_009,10.11,0,0,False,2025-07-15 01:20:11.657294,2025-07-27 01:20:11.657294,0.701
task_16440,user_004,1.38,2,0,False,2025-06-27 01:20:11.657294,2025-07-05 01:20:11.657294,1.637
task_16443,user_006,7.24,0,3,False,2025-07-19 01:20:11.657294,2025-07-23 01:20:11.657294,0.787
task_16447,user_005,1.12,0,2,False,2025-06-17 01:20:11.657294,2025-06-19 01:20:11.657294,0.946
task_16454,user_004,1.72,0,0,False,2025-07-13 01:20:11.657294,2025-07-13 01:20:11.657294,1.267
task_16460,user_003,4.41,0,1,False,2025-05-10 01:20:11.657294,2025-05-18 01:20:11.657294,0.809
task_16461,user_008,0.74,0,0,True,2025-05-29 01:20:11.657294,2025-06-01 01:20:11.657294,0.824
task_16463,user_001,6.08,0,0,True,2025-06-27 01:20:11.657294,,1.162
task_16466,user_006,3.24,0,1,True,2025-04-22 01:20:11.657294,2025-05-01 01:20:11.657294,1.381
task_16467,user_007,1.53,1,0,False,2025-08-13 01:20:11.657294,2025-05-01 01:20:11.657294,0.914
task_16469,user_008,14.27,0,1,False,2025-03-18 01:20:11.657294,2025-03-24 01:20:11.657294,0.488
task_16470,user_006,2.27,0,1,False,2025-06-26 01:20:11.657294,2025-06-27 01:20:11.657294,0.648
task_16473,user_008,1.27,0,2,False,2025-05-27 01:20:11.657294,2025-05-31 01:20:11.657294,0.644
task_16474,user_007,4.87,2,0,False,2025-05-23 01:20:11.657294,2025-05-29 01:20:11.657294,0.692
task_16475,user_006,3.42,0,1,False,2025-04-11 01:20:11.657294,2025-04-12 01:20:11.657294,1.01
task_16477,user_003,0.76,0,1,False,2025-08-02 01:20:11.657294,2025-08-02 01:20:11.657294,0.917
task_16478,user_009,5.4,2,3,False,2025-04-29 01:20:11.657294,2025-04-29 01:20:11.657294,0.359
task_16480,user_003,3.95,0,1,False,2025-06-01 01:20:11.657294,2025-06-03 01:20:11.657294,0.921
task_16481,user_003,8.14,0,0,False,2025-07-17 01:20:11.657294,2025-08-06 01:20:11.657294,0.87
task_16483,user_006,4.72,0,1,False,2025-08-07 01:20:11.657294,,0.601
task_16485,user_010,1.55,2,0,False,2025-02-28 01:20:11.657294,2025-03-01 01:20:11.657294,2.413
task_16486,user_002,5.66,0,0,False,2025-06-12 01:20:11.657294,,0.855
task_16487,user_003,1.78,0,2,False,2025-07-31 01:20:11.657294,2025-08-04 01:20:11.657294,0.82
task_16489,user_004,2.01,0,0,True,2025-05-24 01:20:11.657294,,0.991
task_16490,user_009,10.16,2,0,False,2025-05-04 01:20:11.657294,2025-05-04 01:20:11.657294,0.54
task_16493,user_002,1.18,0,3,True,2025-05-28 01:20:11.657294,2025-05-29 01:20:11.657294,0.706
task_16495,user_003,4.25,0,1,False,2025-07-23 01:20:11.657294,2025-07-28 01:20:11.657294,1.278
task_16499,user_003,4.09,0,0,False,2025-03-26 01:20:11.657294,2025-03-31 01:20:11.657294,0.741
task_16504,user_002,2.69,0,0,False,2025-03-14 01:20:11.657294,2025-03-14 01:20:11.657294,0.785
task_16506,user_001,5.39,0,0,True,2025-03-14 01:20:11.657294,2025-03-16 01:20:11.657294,0.64
task_16510,user_005,1.51,0,0,False,2025-04-10 01:20:11.657294,2025-04-13 01:20:11.657294,1.138
task_16512,user_004,0.97,1,2,False,2025-04-02 01:20:11.657294,2025-04-04 01:20:11.657294,0.984
task_16514,user_002,3.09,0,0,False,2025-07-24 01:20:11.657294,2025-07-28 01:20:11.657294,0.779
task_16515,user_003,2.79,0,0,False,2025-05-28 01:20:11.657294,2025-06-01 01:20:11.657294,1.089
task_16516,user_003,1.27,0,0,False,2025-02-24 01:20:11.657294,2025-02-28 01:20:11.657294,1.406
task_16517,user_003,8.02,0,3,True,2025-06-18 01:20:11.657294,2025-06-25 01:20:11.657294,0.813
task_16519,user_010,1.95,0,1,False,2025-04-06 01:20:11.657294,2025-04-14 01:20:11.657294,1.054
task_16521,user_006,2.0,0,1,False,2025-03-26 01:20:11.657294,,0.633
task_16530,user_007,5.58,2,0,False,2025-03-19 01:20:11.657294,2025-03-19 01:20:11.657294,0.552
task_16531,user_001,1.44,0,0,False,2025-02-28 01:20:11.657294,,0.861
task_16532,user_008,2.12,0,0,False,2025-05-26 01:20:11.657294,,0.69
task_16533,user_002,2.19,0,1,False,2025-07-19 01:20:11.657294,2025-07-20 01:20:11.657294,0.73
task_16534,user_009,5.12,3,1,True,2025-05-09 01:20:11.657294,2025-05-13 01:20:11.657294,0.615
task_16535,user_006,9.17,0,1,False,2025-03-27 01:20:11.657294,2025-03-27 01:20:11.657294,0.792
task_16538,user_006,1.7,0,0,False,2025-05-16 01:20:11.657294,2025-05-16 01:20:11.657294,0.884
task_16539,user_009,4.07,1,1,False,2025-06-02 01:20:11.657294,2025-06-12 01:20:11.657294,0.713
task_16540,user_006,3.5,0,3,True,2025-05-10 01:20:11.657294,2025-05-14 01:20:11.657294,1.106
task_16542,user_006,6.83,0,1,False,2025-05-15 01:20:11.657294,,0.701
task_16543,user_002,3.06,0,1,False,2025-07-18 01:20:11.657294,2025-07-24 01:20:11.657294,0.741
task_16546,user_007,5.47,0,0,False,2025-03-04 01:20:11.657294,2025-03-09 01:20:11.657294,1.144
task_16547,user_006,1.19,0,1,True,2025-07-27 01:20:11.657294,2025-07-29 01:20:11.657294,0.91
task_16548,user_009,9.46,0,1,False,2025-02-23 01:20:11.657294,2025-03-02 01:20:11.657294,0.661
task_16553,user_002,17.22,0,2,True,2025-04-07 01:20:11.657294,2025-04-17 01:20:11.657294,0.409
task_16556,user_006,11.0,0,2,False,2025-06-14 01:20:11.657294,2025-06-27 01:20:11.657294,0.636
task_16558,user_006,3.29,0,2,False,2025-04-20 01:20:11.657294,,0.84
task_16561,user_008,2.21,0,1,False,2025-06-12 01:20:11.657294,,1.257
task_16563,user_010,1.33,2,1,False,2025-07-13 01:20:11.657294,2025-07-17 01:20:11.657294,1.051
task_16567,user_004,1.6,0,0,False,2025-05-05 01:20:11.657294,2025-05-10 01:20:11.657294,1.27
task_16569,user_004,3.19,2,2,True,2025-05-15 01:20:11.657294,2025-05-22 01:20:11.657294,0.649
task_16576,user_006,6.51,0,0,False,2025-08-09 01:20:11.657294,2025-08-10 01:20:11.657294,0.759
task_16577,user_004,2.19,0,2,False,2025-06-18 01:20:11.657294,2025-06-25 01:20:11.657294,1.158
task_16580,user_007,10.08,2,1,False,2025-06-26 01:20:11.657294,2025-07-02 01:20:11.657294,0.379
task_16582,user_010,2.34,0,0,False,2025-07-04 01:20:11.657294,,0.935
task_16583,user_005,2.64,0,1,False,2025-07-08 01:20:11.657294,,1.112
task_16585,user_006,3.39,0,0,False,2025-06-05 01:20:11.657294,2025-06-11 01:20:11.657294,0.914
task_16588,user_006,2.53,0,0,False,2025-05-14 01:20:11.657294,2025-05-15 01:20:11.657294,1.163
task_16590,user_004,21.6,3,2,False,2025-02-18 01:20:11.657294,2025-02-20 01:20:11.657294,0.546
task_16594,user_002,4.42,0,3,False,2025-08-04 01:20:11.657294,2025-08-06 01:20:11.657294,0.66
task_16595,user_002,1.44,0,1,False,2025-08-08 01:20:11.657294,2025-08-21 01:20:11.657294,5.047
task_16596,user_009,2.03,0,2,False,2025-07-31 01:20:11.657294,2025-08-01 01:20:11.657294,0.661
task_16597,user_004,1.83,1,1,False,2025-04-18 01:20:11.657294,,1.021
task_16598,user_008,11.68,0,0,False,2025-03-17 01:20:11.657294,2025-03-28 01:20:11.657294,0.629
task_16599,user_004,0.87,0,3,False,2025-05-07 01:20:11.657294,2025-05-10 01:20:11.657294,1.354
task_16602,user_007,17.88,3,2,False,2025-06-01 01:20:11.657294,,0.41
task_16604,user_007,3.92,1,1,False,2025-06-23 01:20:11.657294,2025-07-06 01:20:11.657294,0.742
task_16605,user_008,5.45,0,2,False,2025-05-11 01:20:11.657294,,0.411
task_16607,user_010,1.71,2,0,False,2025-06-24 01:20:11.657294,,1.215
task_16608,user_007,1.74,0,2,False,2025-05-11 01:20:11.657294,2025-05-11 01:20:11.657294,0.857
task_16610,user_006,6.67,0,0,True,2025-08-06 01:20:11.657294,2025-08-09 01:20:11.657294,0.676
task_16611,user_005,0.96,0,0,False,2025-06-15 01:20:11.657294,2025-06-16 01:20:11.657294,1.098
task_16612,user_008,9.44,0,0,False,2025-06-12 01:20:11.657294,2025-06-19 01:20:11.657294,0.546
task_16614,user_007,5.06,2,2,False,2025-03-08 01:20:11.657294,,0.724
task_16616,user_001,0.59,0,0,True,2025-03-06 01:20:11.657294,2025-03-07 01:20:11.657294,1.021
task_16617,user_005,2.54,0,3,False,2025-07-25 01:20:11.657294,2025-07-26 01:20:11.657294,1.199
task_16618,user_009,2.19,2,0,False,2025-06-12 01:20:11.657294,2025-06-15 01:20:11.657294,0.712
task_16619,user_002,1.29,0,2,True,2025-06-02 01:20:11.657294,2025-06-04 01:20:11.657294,0.796
task_16622,user_003,3.28,0,1,False,2025-03-20 01:20:11.657294,,0.794
task_16628,user_007,3.34,2,0,False,2025-06-09 01:20:11.657294,2025-06-12 01:20:11.657294,0.797
task_16637,user_001,1.37,0,1,False,2025-04-16 01:20:11.657294,2025-04-16 01:20:11.657294,0.808
task_16639,user_006,0.79,0,2,True,2025-05-05 01:20:11.657294,,1.014
task_16640,user_008,0.71,0,0,False,2025-06-09 01:20:11.657294,2025-06-11 01:20:11.657294,0.827
task_16645,user_009,19.63,1,1,False,2025-04-15 01:20:11.657294,2025-04-19 01:20:11.657294,0.501
task_16647,user_001,4.07,0,1,False,2025-03-04 01:20:11.657294,2025-03-07 01:20:11.657294,0.747
task_16648,user_003,3.88,0,0,False,2025-04-19 01:20:11.657294,2025-04-25 01:20:11.657294,1.251
task_16649,user_004,1.75,0,1,False,2025-03-17 01:20:11.657294,,0.914
task_16650,user_005,4.06,0,1,False,2025-04-11 01:20:11.657294,2025-04-16 01:20:11.657294,0.752
task_16651,user_001,2.41,0,1,False,2025-08-13 01:20:11.657294,2025-04-16 01:20:11.657294,0.596
task_16652,user_003,8.34,0,0,False,2025-04-18 01:20:11.657294,2025-04-19 01:20:11.657294,0.708
task_16654,user_006,0.52,0,0,False,2025-04-15 01:20:11.657294,2025-04-16 01:20:11.657294,1.116
task_16656,user_006,13.97,0,0,True,2025-03-16 01:20:11.657294,2025-03-18 01:20:11.657294,0.644
task_16659,user_010,0.77,0,1,False,2025-06-23 01:20:11.657294,,1.52
task_16661,user_008,17.08,0,1,False,2025-04-02 01:20:11.657294,,0.524
task_16668,user_007,1.36,1,1,False,2025-07-30 01:20:11.657294,,0.792
task_16673,user_005,2.05,0,0,False,2025-06-03 01:20:11.657294,,0.958
task_16679,user_009,8.1,0,4,False,2025-08-04 01:20:11.657294,,0.484
task_16681,user_005,5.61,0,1,False,2025-08-01 01:20:11.657294,,0.682
task_16682,user_004,6.61,0,2,False,2025-04-04 01:20:11.657294,2025-04-07 01:20:11.657294,0.689
task_16684,user_010,6.02,2,2,True,2025-05-16 01:20:11.657294,2025-05-16 01:20:11.657294,0.871
task_16685,user_002,5.38,0,2,True,2025-05-29 01:20:11.657294,2025-06-05 01:20:11.657294,0.864
task_16687,user_010,1.05,1,0,False,2025-04-11 01:20:11.657294,2025-04-14 01:20:11.657294,1.452
task_16690,user_001,1.52,0,0,False,2025-05-18 01:20:11.657294,2025-05-23 01:20:11.657294,0.586
task_16691,user_001,4.16,0,2,False,2025-07-23 01:20:11.657294,2025-08-03 01:20:11.657294,0.849
task_16692,user_007,3.71,2,2,True,2025-05-16 01:20:11.657294,2025-05-21 01:20:11.657294,0.58
task_16693,user_004,0.84,1,1,False,2025-03-16 01:20:11.657294,2025-03-16 01:20:11.657294,0.764
task_16699,user_008,3.14,0,3,False,2025-02-14 01:20:11.657294,2025-02-17 01:20:11.657294,0.818
task_16700,user_007,1.99,4,1,False,2025-05-07 01:20:11.657294,2025-05-14 01:20:11.657294,0.548
task_16701,user_004,3.01,1,0,False,2025-02-24 01:20:11.657294,2025-02-26 01:20:11.657294,1.374
task_16703,user_002,4.92,0,0,False,2025-07-18 01:20:11.657294,2025-07-19 01:20:11.657294,0.925
task_16705,user_003,2.76,0,0,True,2025-06-09 01:20:11.657294,2025-06-12 01:20:11.657294,1.292
task_16706,user_008,11.43,0,3,True,2025-06-24 01:20:11.657294,2025-06-26 01:20:11.657294,0.525
task_16709,user_002,1.67,0,1,False,2025-08-09 01:20:11.657294,2025-08-12 01:20:11.657294,0.993
task_16710,user_006,2.78,0,0,False,2025-06-01 01:20:11.657294,2025-06-06 01:20:11.657294,0.876
task_16712,user_007,4.01,3,2,False,2025-05-20 01:20:11.657294,2025-05-20 01:20:11.657294,0.543
task_16714,user_010,10.88,0,0,False,2025-05-22 01:20:11.657294,,0.722
task_16717,user_009,4.2,0,1,True,2025-05-17 01:20:11.657294,,0.797
task_16718,user_009,4.23,0,1,False,2025-04-28 01:20:11.657294,2025-05-03 01:20:11.657294,0.558
