task_id,completion_time,actual_start_date,actual_completion_date
14432,1.523374,2025-01-07 19:49:56.540703,
14433,1.046144,2025-02-07 19:49:56.540703,
14434,4.479459,2025-02-25 19:49:56.540703,2025-02-24 19:49:56.540703
14437,3.32523,2025-01-28 19:49:56.540703,2025-02-24 19:49:56.540703
14438,1.570825,2025-02-05 19:49:56.540703,2025-03-04 19:49:56.540703
14439,2.603283,2025-03-04 19:49:56.540703,
14440,4.188029,2025-02-19 19:49:56.540703,
14441,6.010578,2025-01-10 19:49:56.540703,
14442,1.347826,2025-01-20 19:49:56.540703,2025-02-15 19:49:56.540703
14443,5.269642,2025-01-29 19:49:56.540703,2025-02-22 19:49:56.540703
14445,2.857773,2025-02-12 19:49:56.540703,2025-02-20 19:49:56.540703
14446,3.620192,2025-01-17 19:49:56.540703,
14448,2.493879,2025-02-08 19:49:56.540703,2025-02-07 19:49:56.540703
14452,1.877521,2025-03-06 19:49:56.540703,2025-03-18 19:49:56.540703
14453,0.552121,2025-02-10 19:49:56.540703,2025-03-02 19:49:56.540703
14454,6.775345,2025-01-27 19:49:56.540703,
14455,3.88231,2025-02-02 19:49:56.540703,2025-02-25 19:49:56.540703
14456,2.398897,2025-03-01 19:49:56.540703,
14457,0.604612,2025-03-01 19:49:56.540703,
14458,4.525418,2025-02-04 19:49:56.540703,2025-02-22 19:49:56.540703
14459,2.186115,2025-01-26 19:49:56.540703,
14460,1.820025,2025-01-07 19:49:56.540703,2025-01-16 19:49:56.540703
14461,2.917177,2025-02-17 19:49:56.540703,
14464,0.689242,2025-03-06 19:49:56.540703,2025-04-03 19:49:56.540703
14465,1.884188,2025-02-05 19:49:56.540703,2025-02-19 19:49:56.540703
14466,4.455762,2025-01-17 19:49:56.540703,2025-01-16 19:49:56.540703
14467,1.370627,2025-02-14 19:49:56.540703,2025-03-06 19:49:56.540703
14468,4.636062,2025-01-24 19:49:56.540703,
14469,1.633051,2025-01-10 19:49:56.540703,2025-01-26 19:49:56.540703
14471,3.068785,2025-02-20 19:49:56.540703,2025-03-18 19:49:56.540703
14473,4.407005,2025-03-04 19:49:56.540703,2025-03-06 19:49:56.540703
14474,5.282506,2025-02-14 19:49:56.540703,
14476,4.511563,2025-02-25 19:49:56.540703,
14477,3.662002,2025-03-04 19:49:56.540703,
14478,2.079681,2025-02-19 19:49:56.540703,2025-03-10 19:49:56.540703
14479,0.795311,2025-01-18 19:49:56.540703,
14480,0.797142,2025-03-05 19:49:56.540703,
14482,0.863268,2025-02-19 19:49:56.540703,
14483,1.459025,2025-03-06 19:49:56.540703,2025-03-27 19:49:56.540703
14484,1.500788,2025-02-10 19:49:56.540703,2025-03-07 19:49:56.540703
14487,4.432819,2025-01-21 19:49:56.540703,2025-02-12 19:49:56.540703
14488,0.574671,2025-02-14 19:49:56.540703,
14489,4.444716,2025-02-22 19:49:56.540703,
14490,2.63637,2025-02-20 19:49:56.540703,2025-02-23 19:49:56.540703
14492,1.488701,2025-01-16 19:49:56.540703,2025-02-09 19:49:56.540703
14493,5.943158,2025-03-03 19:49:56.540703,2025-03-27 19:49:56.540703
14494,1.306098,2025-02-28 19:49:56.540703,2025-03-20 19:49:56.540703
14495,4.940237,2025-01-27 19:49:56.540703,2025-02-13 19:49:56.540703
14496,3.332977,2025-02-04 19:49:56.540703,
14498,4.330081,2025-01-15 19:49:56.540703,2025-01-30 19:49:56.540703
14499,0.5,2025-01-10 19:49:56.540703,
14501,2.119725,2025-01-10 19:49:56.540703,2025-01-15 19:49:56.540703
14502,4.417963,2025-01-19 19:49:56.540703,2025-02-10 19:49:56.540703
14503,2.396037,2025-02-15 19:49:56.540703,2025-02-19 19:49:56.540703
14504,1.796332,2025-01-27 19:49:56.540703,2025-02-01 19:49:56.540703
14507,1.757848,2025-02-10 19:49:56.540703,2025-03-03 19:49:56.540703
14508,2.677583,2025-01-09 19:49:56.540703,2025-01-20 19:49:56.540703
14509,2.27705,2025-01-10 19:49:56.540703,2025-01-22 19:49:56.540703
14510,2.274379,2025-02-24 19:49:56.540703,2025-03-21 19:49:56.540703
14512,2.695682,2025-03-03 19:49:56.540703,2025-03-10 19:49:56.540703
14514,4.581606,2025-01-20 19:49:56.540703,2025-02-14 19:49:56.540703
14515,0.57801,2025-01-17 19:49:56.540703,
14516,3.7112,2025-02-17 19:49:56.540703,2025-03-06 19:49:56.540703
14517,0.802291,2025-01-19 19:49:56.540703,
14518,2.741869,2025-02-21 19:49:56.540703,2025-03-10 19:49:56.540703
14519,2.072126,2025-03-04 19:49:56.540703,2025-03-03 19:49:56.540703
14520,4.883266,2025-01-15 19:49:56.540703,
14521,4.720644,2025-02-03 19:49:56.540703,2025-02-16 19:49:56.540703
14522,4.225915,2025-02-13 19:49:56.540703,
14523,0.926536,2025-01-21 19:49:56.540703,2025-01-28 19:49:56.540703
14524,1.441947,2025-02-10 19:49:56.540703,
14526,6.121995,2025-02-24 19:49:56.540703,
14527,3.291744,2025-02-20 19:49:56.540703,
14529,4.422717,2025-03-06 19:49:56.540703,2025-03-20 19:49:56.540703
14530,1.69912,2025-01-23 19:49:56.540703,
14531,3.783391,2025-01-10 19:49:56.540703,2025-01-22 19:49:56.540703
14533,2.065908,2025-01-15 19:49:56.540703,
14534,1.641171,2025-02-11 19:49:56.540703,
14535,0.849687,2025-03-02 19:49:56.540703,
14537,1.832572,2025-01-29 19:49:56.540703,
14538,2.502812,2025-02-25 19:49:56.540703,2025-03-14 19:49:56.540703
14540,1.694926,2025-01-21 19:49:56.540703,2025-02-02 19:49:56.540703
14541,2.134409,2025-01-16 19:49:56.540703,
14542,2.70727,2025-03-01 19:49:56.540703,2025-03-08 19:49:56.540703
14543,1.547329,2025-02-16 19:49:56.540703,2025-03-05 19:49:56.540703
14545,2.491184,2025-02-05 19:49:56.540703,2025-02-28 19:49:56.540703
14546,1.224592,2025-01-21 19:49:56.540703,2025-01-23 19:49:56.540703
14548,2.817783,2025-01-11 19:49:56.540703,
14549,2.987822,2025-02-28 19:49:56.540703,
14551,3.909941,2025-02-10 19:49:56.540703,2025-02-20 19:49:56.540703
14552,3.642658,2025-01-30 19:49:56.540703,
14553,1.066079,2025-03-04 19:49:56.540703,2025-03-29 19:49:56.540703
14554,1.047531,2025-02-07 19:49:56.540703,
14558,4.924405,2025-01-15 19:49:56.540703,
14560,4.692312,2025-02-23 19:49:56.540703,
14561,3.922635,2025-01-25 19:49:56.540703,2025-02-20 19:49:56.540703
14562,5.038793,2025-01-26 19:49:56.540703,2025-02-18 19:49:56.540703
14563,1.344702,2025-01-10 19:49:56.540703,2025-01-10 19:49:56.540703
14564,3.314717,2025-01-22 19:49:56.540703,
14565,2.331828,2025-02-08 19:49:56.540703,2025-02-09 19:49:56.540703
14567,1.321478,2025-02-26 19:49:56.540703,2025-03-13 19:49:56.540703
14571,4.030408,2025-02-13 19:49:56.540703,2025-02-19 19:49:56.540703
14574,2.708483,2025-02-05 19:49:56.540703,2025-02-10 19:49:56.540703
14575,3.610743,2025-02-04 19:49:56.540703,2025-02-01 19:49:56.540703
14576,2.604477,2025-02-15 19:49:56.540703,2025-02-24 19:49:56.540703
14578,0.659501,2025-01-11 19:49:56.540703,
14579,3.415995,2025-02-17 19:49:56.540703,2025-03-10 19:49:56.540703
14581,3.497267,2025-02-22 19:49:56.540703,
14583,3.269841,2025-01-28 19:49:56.540703,2025-02-19 19:49:56.540703
14584,3.409163,2025-01-29 19:49:56.540703,2025-02-21 19:49:56.540703
14587,3.238995,2025-01-20 19:49:56.540703,
14590,3.312559,2025-03-01 19:49:56.540703,2025-03-12 19:49:56.540703
14592,3.07536,2025-01-27 19:49:56.540703,2025-02-02 19:49:56.540703
14594,1.279779,2025-01-21 19:49:56.540703,2025-01-23 19:49:56.540703
14598,1.305993,2025-01-23 19:49:56.540703,2025-01-21 19:49:56.540703
14599,3.962244,2025-01-19 19:49:56.540703,2025-01-25 19:49:56.540703
14600,4.001308,2025-01-16 19:49:56.540703,
14601,4.063763,2025-01-26 19:49:56.540703,2025-01-26 19:49:56.540703
14603,0.802411,2025-02-10 19:49:56.540703,2025-03-05 19:49:56.540703
14604,2.072706,2025-01-17 19:49:56.540703,2025-02-11 19:49:56.540703
14605,4.460149,2025-02-21 19:49:56.540703,
14606,3.462486,2025-02-27 19:49:56.540703,
14608,0.799972,2025-01-10 19:49:56.540703,2025-01-11 19:49:56.540703
14609,1.100538,2025-02-12 19:49:56.540703,2025-02-22 19:49:56.540703
14610,3.869601,2025-02-02 19:49:56.540703,2025-03-01 19:49:56.540703
14612,0.55532,2025-01-08 19:49:56.540703,2025-01-17 19:49:56.540703
14614,3.479336,2025-02-02 19:49:56.540703,
14617,3.016263,2025-02-18 19:49:56.540703,
14618,2.65729,2025-01-15 19:49:56.540703,
14619,4.4091,2025-01-19 19:49:56.540703,
14620,1.980829,2025-01-13 19:49:56.540703,2025-01-27 19:49:56.540703
14621,3.617399,2025-02-14 19:49:56.540703,2025-02-21 19:49:56.540703
14622,4.653502,2025-02-15 19:49:56.540703,2025-03-07 19:49:56.540703
14624,1.023386,2025-01-10 19:49:56.540703,
14625,1.788713,2025-02-04 19:49:56.540703,2025-02-05 19:49:56.540703
14626,4.245689,2025-01-22 19:49:56.540703,2025-02-05 19:49:56.540703
14627,5.038269,2025-03-05 19:49:56.540703,2025-03-25 19:49:56.540703
14628,1.413203,2025-01-28 19:49:56.540703,2025-02-19 19:49:56.540703
14629,5.529448,2025-01-20 19:49:56.540703,2025-01-21 19:49:56.540703
14630,4.652553,2025-01-26 19:49:56.540703,2025-02-10 19:49:56.540703
14631,0.689053,2025-02-26 19:49:56.540703,2025-03-23 19:49:56.540703
14632,3.771357,2025-03-02 19:49:56.540703,2025-03-09 19:49:56.540703
14634,4.622125,2025-02-13 19:49:56.540703,2025-03-09 19:49:56.540703
14635,0.700607,2025-01-07 19:49:56.540703,
14636,5.160256,2025-03-05 19:49:56.540703,
14638,3.361768,2025-01-29 19:49:56.540703,2025-01-29 19:49:56.540703
14639,2.418119,2025-01-13 19:49:56.540703,
14640,1.702155,2025-01-27 19:49:56.540703,
14641,3.380513,2025-01-17 19:49:56.540703,2025-01-23 19:49:56.540703
14642,4.100395,2025-02-03 19:49:56.540703,2025-02-14 19:49:56.540703
14643,5.609469,2025-02-12 19:49:56.540703,
14644,3.386569,2025-01-15 19:49:56.540703,
14648,0.5,2025-02-22 19:49:56.540703,
14649,1.277204,2025-02-04 19:49:56.540703,
14651,1.429246,2025-01-10 19:49:56.540703,
14653,2.448503,2025-01-23 19:49:56.540703,
14655,4.833818,2025-02-07 19:49:56.540703,
14657,4.918823,2025-02-03 19:49:56.540703,2025-02-08 19:49:56.540703
14658,4.707035,2025-01-14 19:49:56.540703,2025-01-14 19:49:56.540703
14659,2.30997,2025-02-25 19:49:56.540703,2025-02-26 19:49:56.540703
14660,2.7452,2025-02-09 19:49:56.540703,2025-02-09 19:49:56.540703
14661,5.126717,2025-01-23 19:49:56.540703,
14662,0.527329,2025-01-17 19:49:56.540703,2025-02-10 19:49:56.540703
14666,1.447176,2025-02-11 19:49:56.540703,2025-02-23 19:49:56.540703
14667,1.468133,2025-02-14 19:49:56.540703,2025-02-23 19:49:56.540703
14669,1.404079,2025-02-05 19:49:56.540703,2025-02-16 19:49:56.540703
14671,2.674065,2025-01-18 19:49:56.540703,2025-01-19 19:49:56.540703
14672,0.824306,2025-03-07 19:49:56.540703,2025-03-14 19:49:56.540703
14673,0.844124,2025-01-12 19:49:56.540703,2025-02-04 19:49:56.540703
14674,0.890878,2025-02-17 19:49:56.540703,
14676,3.079092,2025-01-11 19:49:56.540703,
14678,1.921925,2025-03-03 19:49:56.540703,
14679,0.563276,2025-01-15 19:49:56.540703,2025-01-27 19:49:56.540703
14680,4.484693,2025-01-25 19:49:56.540703,2025-01-30 19:49:56.540703
14681,5.906714,2025-01-16 19:49:56.540703,2025-02-04 19:49:56.540703
14684,0.576838,2025-03-01 19:49:56.540703,
14685,1.418751,2025-03-05 19:49:56.540703,
14686,1.85847,2025-02-24 19:49:56.540703,
14688,1.500924,2025-02-14 19:49:56.540703,2025-02-17 19:49:56.540703
14689,3.415255,2025-01-18 19:49:56.540703,
14690,5.595452,2025-02-06 19:49:56.540703,
14692,1.576792,2025-02-17 19:49:56.540703,
14693,5.819155,2025-02-15 19:49:56.540703,2025-03-13 19:49:56.540703
14694,0.999664,2025-01-18 19:49:56.540703,2025-02-05 19:49:56.540703
14698,3.237961,2025-02-11 19:49:56.540703,2025-02-11 19:49:56.540703
14700,2.893449,2025-03-07 19:49:56.540703,2025-03-18 19:49:56.540703
14703,3.40406,2025-01-24 19:49:56.540703,2025-02-03 19:49:56.540703
14704,3.419198,2025-01-22 19:49:56.540703,
14707,6.082003,2025-02-12 19:49:56.540703,
14708,3.075151,2025-02-21 19:49:56.540703,
14709,1.461937,2025-02-18 19:49:56.540703,2025-03-08 19:49:56.540703
14710,4.684874,2025-02-26 19:49:56.540703,2025-03-06 19:49:56.540703
14712,1.233612,2025-02-06 19:49:56.540703,2025-02-20 19:49:56.540703
14713,4.096268,2025-03-06 19:49:56.540703,
14715,5.688713,2025-02-04 19:49:56.540703,2025-02-18 19:49:56.540703
14716,3.654002,2025-02-25 19:49:56.540703,2025-03-13 19:49:56.540703
14717,5.237051,2025-03-07 19:49:56.540703,
14719,2.079171,2025-02-17 19:49:56.540703,
14720,3.215179,2025-03-01 19:49:56.540703,
14723,1.584872,2025-01-18 19:49:56.540703,2025-01-21 19:49:56.540703
14724,1.899237,2025-02-10 19:49:56.540703,2025-02-18 19:49:56.540703
14725,1.409151,2025-02-28 19:49:56.540703,
14726,5.789547,2025-01-10 19:49:56.540703,
14727,2.320534,2025-01-10 19:49:56.540703,
14728,0.602293,2025-01-09 19:49:56.540703,2025-01-11 19:49:56.540703
14729,1.548915,2025-02-18 19:49:56.540703,
14730,5.001723,2025-02-02 19:49:56.540703,2025-02-25 19:49:56.540703
14733,3.789509,2025-02-15 19:49:56.540703,
14735,4.365802,2025-01-15 19:49:56.540703,
14737,5.920395,2025-02-24 19:49:56.540703,2025-03-15 19:49:56.540703
14738,2.624972,2025-02-01 19:49:56.540703,
14740,3.100006,2025-02-01 19:49:56.540703,2025-02-21 19:49:56.540703
14741,3.102348,2025-02-15 19:49:56.540703,2025-03-11 19:49:56.540703
14743,3.218096,2025-02-02 19:49:56.540703,2025-02-09 19:49:56.540703
14744,3.397533,2025-01-09 19:49:56.540703,2025-01-12 19:49:56.540703
14745,1.694443,2025-03-01 19:49:56.540703,2025-03-12 19:49:56.540703
14746,2.921859,2025-01-17 19:49:56.540703,2025-01-24 19:49:56.540703
14747,3.632655,2025-01-12 19:49:56.540703,2025-01-26 19:49:56.540703
14748,3.71324,2025-03-05 19:49:56.540703,
14749,5.150433,2025-02-20 19:49:56.540703,
14750,0.700648,2025-01-20 19:49:56.540703,
14751,3.641701,2025-01-18 19:49:56.540703,
14752,0.933614,2025-01-09 19:49:56.540703,
14753,1.820625,2025-01-26 19:49:56.540703,
14754,3.31699,2025-01-23 19:49:56.540703,
14755,1.011609,2025-02-17 19:49:56.540703,2025-03-12 19:49:56.540703
14758,3.902572,2025-02-18 19:49:56.540703,
14759,2.782731,2025-02-26 19:49:56.540703,
14760,5.132904,2025-02-27 19:49:56.540703,2025-03-14 19:49:56.540703
14761,2.568613,2025-02-08 19:49:56.540703,
14762,2.532213,2025-03-02 19:49:56.540703,2025-02-28 19:49:56.540703
14763,3.84066,2025-01-13 19:49:56.540703,
14764,2.148748,2025-01-22 19:49:56.540703,
14765,2.643149,2025-02-06 19:49:56.540703,
14766,1.583092,2025-02-23 19:49:56.540703,2025-03-13 19:49:56.540703
14767,2.187764,2025-01-30 19:49:56.540703,
14768,2.332091,2025-02-15 19:49:56.540703,2025-02-26 19:49:56.540703
14769,2.511934,2025-02-01 19:49:56.540703,
14770,0.890424,2025-02-17 19:49:56.540703,
14771,1.140389,2025-01-10 19:49:56.540703,2025-01-23 19:49:56.540703
14774,2.173723,2025-02-12 19:49:56.540703,2025-02-22 19:49:56.540703
14777,1.869136,2025-01-14 19:49:56.540703,2025-01-31 19:49:56.540703
14779,4.548426,2025-02-13 19:49:56.540703,2025-02-14 19:49:56.540703
14781,4.655285,2025-01-22 19:49:56.540703,
14782,3.307148,2025-02-01 19:49:56.540703,
14783,2.70932,2025-01-17 19:49:56.540703,2025-01-29 19:49:56.540703
14784,3.630306,2025-02-15 19:49:56.540703,
14785,2.928166,2025-03-05 19:49:56.540703,
14786,0.696265,2025-01-30 19:49:56.540703,
14787,2.098105,2025-02-12 19:49:56.540703,2025-03-02 19:49:56.540703
14789,2.715547,2025-02-25 19:49:56.540703,2025-03-16 19:49:56.540703
14790,1.958352,2025-02-26 19:49:56.540703,2025-03-10 19:49:56.540703
14792,3.233028,2025-02-10 19:49:56.540703,
14793,1.154257,2025-02-27 19:49:56.540703,2025-03-03 19:49:56.540703
14794,0.5,2025-02-28 19:49:56.540703,
14795,0.77265,2025-02-06 19:49:56.540703,2025-02-09 19:49:56.540703
14796,3.054093,2025-01-14 19:49:56.540703,2025-02-05 19:49:56.540703
14797,2.905318,2025-02-01 19:49:56.540703,2025-02-14 19:49:56.540703
14798,4.520381,2025-02-23 19:49:56.540703,2025-03-20 19:49:56.540703
14801,2.183854,2025-01-18 19:49:56.540703,
14803,3.41919,2025-02-26 19:49:56.540703,2025-03-04 19:49:56.540703
14805,2.150039,2025-02-19 19:49:56.540703,2025-03-04 19:49:56.540703
14806,1.502636,2025-02-14 19:49:56.540703,
14807,4.076137,2025-01-17 19:49:56.540703,
14808,2.915051,2025-02-15 19:49:56.540703,2025-02-17 19:49:56.540703
14809,2.795744,2025-03-07 19:49:56.540703,2025-03-18 19:49:56.540703
14810,4.080118,2025-01-16 19:49:56.540703,
14811,1.067525,2025-03-02 19:49:56.540703,
14814,4.237164,2025-02-24 19:49:56.540703,
14816,4.180133,2025-01-10 19:49:56.540703,2025-01-12 19:49:56.540703
14817,3.675955,2025-01-29 19:49:56.540703,
14818,1.745772,2025-02-25 19:49:56.540703,2025-03-08 19:49:56.540703
14820,2.317375,2025-01-11 19:49:56.540703,
14822,5.421041,2025-01-25 19:49:56.540703,2025-02-17 19:49:56.540703
14823,1.438409,2025-02-25 19:49:56.540703,2025-03-16 19:49:56.540703
14824,2.3566,2025-02-04 19:49:56.540703,2025-02-15 19:49:56.540703
14825,1.830931,2025-01-14 19:49:56.540703,2025-02-05 19:49:56.540703
14826,1.584237,2025-01-25 19:49:56.540703,
14828,1.328584,2025-02-01 19:49:56.540703,
14830,0.861174,2025-02-23 19:49:56.540703,
14831,1.637823,2025-02-15 19:49:56.540703,
14835,1.29867,2025-01-15 19:49:56.540703,
14836,5.318078,2025-01-31 19:49:56.540703,
14838,5.273262,2025-03-03 19:49:56.540703,
14839,2.842295,2025-02-08 19:49:56.540703,
14840,3.851261,2025-01-22 19:49:56.540703,
14841,4.32856,2025-01-20 19:49:56.540703,
14843,2.799864,2025-01-11 19:49:56.540703,2025-02-01 19:49:56.540703
14845,4.444359,2025-01-12 19:49:56.540703,
14846,2.025338,2025-03-01 19:49:56.540703,2025-03-03 19:49:56.540703
14847,3.400267,2025-01-23 19:49:56.540703,
14848,2.58733,2025-02-07 19:49:56.540703,
14849,3.105627,2025-01-08 19:49:56.540703,
14850,4.043418,2025-02-08 19:49:56.540703,2025-02-15 19:49:56.540703
14852,1.118207,2025-02-07 19:49:56.540703,
14853,2.131337,2025-01-17 19:49:56.540703,2025-01-30 19:49:56.540703
14854,0.673794,2025-02-17 19:49:56.540703,2025-02-21 19:49:56.540703
14855,2.264433,2025-01-10 19:49:56.540703,2025-01-10 19:49:56.540703
14856,1.784799,2025-01-26 19:49:56.540703,2025-02-04 19:49:56.540703
14857,3.140927,2025-02-16 19:49:56.540703,2025-03-06 19:49:56.540703
14858,0.551081,2025-01-30 19:49:56.540703,
14861,5.519996,2025-03-02 19:49:56.540703,2025-03-01 19:49:56.540703
14862,4.16523,2025-01-31 19:49:56.540703,2025-02-11 19:49:56.540703
14863,4.07596,2025-01-30 19:49:56.540703,2025-01-28 19:49:56.540703
14865,1.426751,2025-02-13 19:49:56.540703,2025-02-18 19:49:56.540703
14867,0.5,2025-01-19 19:49:56.540703,2025-01-23 19:49:56.540703
14868,4.762054,2025-01-21 19:49:56.540703,2025-02-06 19:49:56.540703
14869,0.687779,2025-01-24 19:49:56.540703,2025-02-03 19:49:56.540703
14870,4.036675,2025-02-15 19:49:56.540703,2025-03-13 19:49:56.540703
14871,0.642628,2025-02-02 19:49:56.540703,
14872,4.750414,2025-01-07 19:49:56.540703,2025-01-15 19:49:56.540703
14874,2.077219,2025-02-08 19:49:56.540703,2025-02-22 19:49:56.540703
14875,3.241731,2025-01-12 19:49:56.540703,2025-02-05 19:49:56.540703
14878,3.936826,2025-02-23 19:49:56.540703,2025-02-25 19:49:56.540703
14879,3.137973,2025-01-29 19:49:56.540703,2025-02-14 19:49:56.540703
14882,4.182808,2025-03-02 19:49:56.540703,2025-03-12 19:49:56.540703
14884,3.554415,2025-02-20 19:49:56.540703,
14888,0.5,2025-02-09 19:49:56.540703,
14889,5.290859,2025-02-21 19:49:56.540703,
14891,2.392879,2025-02-22 19:49:56.540703,
14892,2.222267,2025-02-06 19:49:56.540703,2025-02-09 19:49:56.540703
14893,3.744671,2025-03-07 19:49:56.540703,
14894,1.798939,2025-01-20 19:49:56.540703,2025-02-08 19:49:56.540703
14896,4.143844,2025-02-16 19:49:56.540703,
14897,2.08972,2025-01-25 19:49:56.540703,2025-02-17 19:49:56.540703
14899,3.357642,2025-01-10 19:49:56.540703,
14900,2.910226,2025-03-06 19:49:56.540703,2025-03-10 19:49:56.540703
14902,2.382088,2025-02-04 19:49:56.540703,
14903,5.043254,2025-01-31 19:49:56.540703,2025-02-16 19:49:56.540703
14904,3.547371,2025-01-08 19:49:56.540703,
14907,2.957772,2025-01-08 19:49:56.540703,
14908,1.635787,2025-01-29 19:49:56.540703,
14910,2.547452,2025-02-21 19:49:56.540703,
14912,4.652476,2025-02-13 19:49:56.540703,2025-03-01 19:49:56.540703
14914,2.01044,2025-01-21 19:49:56.540703,2025-01-24 19:49:56.540703
14916,4.612854,2025-02-01 19:49:56.540703,
14918,1.554866,2025-02-01 19:49:56.540703,2025-02-06 19:49:56.540703
14919,4.071807,2025-02-20 19:49:56.540703,
14920,0.829786,2025-01-29 19:49:56.540703,2025-02-08 19:49:56.540703
14921,0.812989,2025-02-22 19:49:56.540703,2025-03-07 19:49:56.540703
14923,2.22158,2025-01-19 19:49:56.540703,2025-01-31 19:49:56.540703
14927,2.401441,2025-02-17 19:49:56.540703,
14928,6.254006,2025-02-28 19:49:56.540703,2025-03-27 19:49:56.540703
14929,1.161403,2025-01-31 19:49:56.540703,2025-02-06 19:49:56.540703
14930,3.491336,2025-02-27 19:49:56.540703,2025-03-26 19:49:56.540703
14931,1.661906,2025-03-05 19:49:56.540703,
14934,3.157879,2025-01-26 19:49:56.540703,2025-02-06 19:49:56.540703
14935,2.838697,2025-02-27 19:49:56.540703,2025-02-24 19:49:56.540703
14936,2.713254,2025-01-07 19:49:56.540703,
14938,1.768855,2025-02-02 19:49:56.540703,2025-02-06 19:49:56.540703
14939,4.769039,2025-01-20 19:49:56.540703,2025-01-30 19:49:56.540703
14940,4.615101,2025-02-20 19:49:56.540703,2025-02-17 19:49:56.540703
14941,1.836122,2025-01-18 19:49:56.540703,2025-01-27 19:49:56.540703
14943,1.931577,2025-02-23 19:49:56.540703,2025-03-10 19:49:56.540703
14944,5.343704,2025-02-10 19:49:56.540703,
14945,2.25026,2025-02-20 19:49:56.540703,
14947,2.925206,2025-01-13 19:49:56.540703,2025-01-29 19:49:56.540703
14950,4.628104,2025-01-30 19:49:56.540703,2025-02-22 19:49:56.540703
14955,1.344796,2025-01-25 19:49:56.540703,2025-02-12 19:49:56.540703
14956,1.900371,2025-03-02 19:49:56.540703,
14957,1.836617,2025-01-24 19:49:56.540703,2025-01-22 19:49:56.540703
14958,1.052312,2025-03-01 19:49:56.540703,2025-03-27 19:49:56.540703
14959,1.316439,2025-02-23 19:49:56.540703,2025-02-22 19:49:56.540703
14960,2.219007,2025-01-09 19:49:56.540703,
14961,4.543751,2025-01-31 19:49:56.540703,2025-02-01 19:49:56.540703
14964,1.609538,2025-02-25 19:49:56.540703,
14965,4.834235,2025-01-22 19:49:56.540703,
14966,5.128829,2025-02-02 19:49:56.540703,2025-02-04 19:49:56.540703
14967,4.816691,2025-03-07 19:49:56.540703,2025-03-20 19:49:56.540703
14968,2.482984,2025-01-21 19:49:56.540703,2025-02-10 19:49:56.540703
14970,2.118283,2025-02-16 19:49:56.540703,
14971,3.09424,2025-01-11 19:49:56.540703,
14972,1.466325,2025-01-22 19:49:56.540703,2025-02-11 19:49:56.540703
14975,4.91102,2025-02-13 19:49:56.540703,
14978,2.034308,2025-02-07 19:49:56.540703,
14980,6.458216,2025-02-10 19:49:56.540703,2025-02-08 19:49:56.540703
14985,2.975236,2025-01-29 19:49:56.540703,2025-01-30 19:49:56.540703
14986,2.080734,2025-01-24 19:49:56.540703,2025-02-17 19:49:56.540703
14987,3.699613,2025-01-10 19:49:56.540703,2025-01-21 19:49:56.540703
14988,3.126918,2025-01-08 19:49:56.540703,2025-01-18 19:49:56.540703
14989,1.920723,2025-03-07 19:49:56.540703,2025-03-22 19:49:56.540703
14990,0.830948,2025-01-28 19:49:56.540703,2025-02-21 19:49:56.540703
14993,4.694503,2025-02-02 19:49:56.540703,2025-02-14 19:49:56.540703
14995,3.048023,2025-01-17 19:49:56.540703,
14996,5.080723,2025-02-01 19:49:56.540703,
14997,3.657333,2025-02-10 19:49:56.540703,2025-02-23 19:49:56.540703
14998,0.593222,2025-01-09 19:49:56.540703,
14999,4.752358,2025-01-10 19:49:56.540703,
15001,4.051328,2025-02-07 19:49:56.540703,
15003,6.260473,2025-02-07 19:49:56.540703,
15004,1.489412,2025-02-03 19:49:56.540703,2025-02-28 19:49:56.540703
15006,1.96205,2025-01-21 19:49:56.540703,2025-02-15 19:49:56.540703
15007,2.580935,2025-02-23 19:49:56.540703,2025-03-08 19:49:56.540703
15008,1.451423,2025-03-03 19:49:56.540703,
15009,1.641091,2025-02-22 19:49:56.540703,2025-03-03 19:49:56.540703
15010,2.239846,2025-02-09 19:49:56.540703,2025-02-11 19:49:56.540703
15011,2.622411,2025-02-01 19:49:56.540703,
15012,3.395979,2025-01-18 19:49:56.540703,2025-01-26 19:49:56.540703
15013,2.494925,2025-01-24 19:49:56.540703,2025-01-29 19:49:56.540703
15014,1.755242,2025-02-18 19:49:56.540703,2025-02-15 19:49:56.540703
15016,3.842186,2025-02-28 19:49:56.540703,2025-03-28 19:49:56.540703
15017,2.127927,2025-02-11 19:49:56.540703,
15020,3.09255,2025-02-24 19:49:56.540703,2025-03-10 19:49:56.540703
15021,1.963849,2025-02-07 19:49:56.540703,2025-03-06 19:49:56.540703
15022,3.660511,2025-01-23 19:49:56.540703,2025-01-22 19:49:56.540703
15024,3.451694,2025-02-23 19:49:56.540703,2025-02-24 19:49:56.540703
15025,4.765707,2025-02-10 19:49:56.540703,
15026,3.830844,2025-02-04 19:49:56.540703,2025-02-21 19:49:56.540703
15027,6.722882,2025-02-26 19:49:56.540703,2025-03-17 19:49:56.540703
15028,1.186163,2025-01-29 19:49:56.540703,2025-01-30 19:49:56.540703
15031,3.175269,2025-03-02 19:49:56.540703,2025-02-27 19:49:56.540703
15033,1.587171,2025-02-05 19:49:56.540703,2025-02-08 19:49:56.540703
15034,2.744183,2025-02-03 19:49:56.540703,2025-02-28 19:49:56.540703
15035,3.568165,2025-01-16 19:49:56.540703,2025-01-16 19:49:56.540703
